Student_ID,Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Dropout,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
STU_GUJ_001579,2021,SCH_095,Jamnagar,Tribal,Female,General,11,Medium,47.4,0.97,High,Medium,No,Primary,Yes,Yes,No,No,6,Illiterate,No,0,1,0,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003140,2020,SCH_034,Amreli,Urban,Male,General,12,High,77.9,10.43,High,Medium,No,Illiterate,No,Yes,No,No,2,Primary,Yes,0,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008289,2025,SCH_161,Gandhinagar,Urban,Male,General,11,Medium,41.0,23.22,Low,High,No,Illiterate,No,No,No,No,6,Primary,No,1,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003430,2019,SCH_010,Kutch,Rural,Male,OBC,5,Very Low,59.8,5.33,Medium,High,No,Illiterate,No,No,No,No,5,Primary,Yes,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001585,2020,SCH_068,Vadodara,Rural,Female,General,11,Low,58.6,16.08,Low,Low,Yes,Primary,No,No,Yes,No,4,Illiterate,Yes,1,1,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004190,2022,SCH_017,Vadodara,Urban,Female,General,4,Medium,65.5,15.13,Medium,Medium,No,Primary,No,Yes,No,No,7,Primary,Yes,0,0,1,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005973,2019,SCH_005,Dahod,Rural,Male,OBC,1,Very Low,51.3,22.24,Low,Low,No,Secondary,Yes,No,No,No,5,Primary,No,1,0,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010465,2023,SCH_027,Bhavnagar,Rural,Male,General,9,Very Low,94.4,17.59,Low,Medium,No,Graduate,Yes,Yes,No,No,3,Primary,No,0,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003335,2019,SCH_180,Surat,Urban,Male,OBC,6,Very Low,43.6,17.28,Low,Low,No,Primary,Yes,Yes,No,No,5,Secondary,Yes,1,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006763,2023,SCH_160,Mehsana,Tribal,Female,General,1,Low,45.4,14.75,Medium,High,Yes,Primary,Yes,Yes,No,Yes,5,Illiterate,Yes,1,0,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011228,2020,SCH_059,Valsad,Rural,Female,OBC,5,Medium,57.0,7.08,High,High,No,Illiterate,No,No,No,Yes,4,Illiterate,No,1,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010122,2022,SCH_092,Ahmedabad,Urban,Male,OBC,4,Low,63.3,26.02,Medium,Medium,No,Primary,Yes,No,No,No,5,Secondary,Yes,0,0,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000316,2019,SCH_009,Bharuch,Urban,Female,OBC,6,Very Low,45.4,0.61,Medium,Medium,Yes,Graduate,No,Yes,No,No,2,Primary,No,0,0,0,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010287,2021,SCH_131,Kutch,Rural,Female,OBC,10,High,84.7,9.44,Low,High,No,Graduate,Yes,No,No,No,5,Illiterate,No,1,1,1,0,46,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_006622,2019,SCH_110,Mehsana,Rural,Male,OBC,11,High,60.4,18.84,Medium,Low,No,Primary,No,Yes,Yes,No,2,Primary,No,0,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006534,2024,SCH_074,Mehsana,Tribal,Female,OBC,2,Very Low,78.1,4.25,Medium,Medium,No,Graduate,Yes,No,No,No,8,Graduate,Yes,0,0,0,0,20,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
STU_GUJ_009370,2020,SCH_103,Vadodara,Tribal,Female,OBC,10,Very Low,66.4,25.03,Low,Medium,Yes,Secondary,Yes,Yes,No,No,4,Graduate,No,1,1,1,1,63,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002145,2019,SCH_157,Bhavnagar,Urban,Female,ST,4,High,93.4,11.38,High,High,No,Primary,Yes,Yes,No,No,8,Secondary,No,0,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006501,2020,SCH_119,Surat,Urban,Female,General,10,Very Low,93.1,15.13,Medium,Medium,Yes,Illiterate,Yes,Yes,Yes,No,6,Illiterate,Yes,0,1,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010043,2024,SCH_040,Ahmedabad,Urban,Male,OBC,10,High,86.7,10.35,High,Medium,No,Secondary,Yes,No,No,No,7,Secondary,Yes,1,1,1,0,13,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005863,2019,SCH_164,Banaskantha,Rural,Male,OBC,11,Low,77.3,22.34,High,Medium,Yes,Graduate,Yes,Yes,No,No,2,Primary,No,0,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005197,2025,SCH_059,Gandhinagar,Rural,Female,OBC,10,Low,100.0,22.59,Low,Medium,No,Primary,Yes,No,No,No,3,Secondary,No,0,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006663,2025,SCH_133,Mehsana,Rural,Male,OBC,12,Low,84.4,24.12,Low,High,No,Primary,No,No,No,Yes,3,Primary,No,0,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005171,2024,SCH_179,Rajkot,Urban,Female,General,9,Low,60.7,2.44,Medium,Low,Yes,Primary,Yes,No,No,No,3,Secondary,Yes,1,1,0,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009027,2020,SCH_012,Valsad,Urban,Female,General,5,High,98.9,23.84,Medium,Medium,No,Secondary,Yes,Yes,No,Yes,7,Primary,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001072,2024,SCH_177,Valsad,Rural,Female,OBC,11,High,42.1,19.6,Medium,Medium,No,Primary,Yes,Yes,No,No,7,Illiterate,No,1,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009213,2022,SCH_019,Vadodara,Urban,Male,General,7,Very Low,55.4,7.58,Medium,Medium,No,Secondary,No,Yes,No,No,6,Primary,Yes,0,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007629,2020,SCH_038,Banaskantha,Urban,Male,SC,4,Low,97.7,20.44,Medium,Medium,Yes,Graduate,No,No,No,Yes,6,Secondary,No,0,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005606,2025,SCH_069,Gandhinagar,Urban,Male,General,1,Very Low,63.6,25.2,Medium,Low,No,Primary,Yes,No,No,No,8,Illiterate,Yes,1,0,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009964,2025,SCH_001,Dahod,Urban,Female,General,8,Low,69.5,18.45,Medium,Low,No,Illiterate,Yes,No,No,No,4,Illiterate,Yes,0,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010436,2019,SCH_179,Jamnagar,Rural,Male,OBC,12,Very Low,42.7,3.06,Low,High,No,Secondary,No,Yes,Yes,No,8,Primary,No,1,1,0,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000410,2022,SCH_125,Anand,Urban,Female,OBC,7,High,57.2,19.67,Low,Low,Yes,Secondary,No,No,No,No,4,Illiterate,Yes,0,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003785,2019,SCH_031,Surat,Tribal,Female,SC,12,Very Low,72.9,22.84,Medium,Low,Yes,Graduate,No,Yes,No,Yes,5,Primary,No,0,1,1,0,54,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003442,2024,SCH_072,Valsad,Tribal,Male,SC,4,Very Low,67.6,5.56,High,Medium,No,Secondary,Yes,Yes,No,No,5,Primary,Yes,1,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000577,2024,SCH_156,Patan,Rural,Male,General,12,Medium,53.7,21.45,Low,High,No,Primary,Yes,No,No,No,7,Illiterate,No,1,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008609,2020,SCH_023,Banaskantha,Rural,Male,OBC,1,Medium,100.0,11.08,High,Low,Yes,Illiterate,Yes,Yes,No,No,2,Primary,Yes,0,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005577,2024,SCH_176,Mehsana,Tribal,Male,OBC,10,Very Low,98.0,10.47,Medium,High,No,Graduate,Yes,Yes,No,No,4,Illiterate,No,0,1,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_007198,2023,SCH_102,Amreli,Rural,Female,OBC,12,Low,54.0,7.88,Low,High,No,Graduate,Yes,No,No,No,5,Illiterate,No,1,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000714,2023,SCH_032,Junagadh,Rural,Female,General,1,Low,98.1,19.53,Medium,Medium,No,Secondary,No,Yes,No,No,8,Primary,No,0,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009467,2021,SCH_176,Jamnagar,Tribal,Female,SC,11,Low,77.0,21.68,Low,Medium,No,Secondary,Yes,No,No,No,4,Primary,Yes,1,1,1,0,47,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_005872,2021,SCH_004,Bhavnagar,Rural,Male,OBC,12,Low,98.9,25.01,High,Low,Yes,Secondary,Yes,No,Yes,No,2,Illiterate,Yes,0,1,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001088,2024,SCH_125,Jamnagar,Urban,Female,OBC,8,Very Low,55.1,17.87,Medium,Medium,No,Secondary,Yes,Yes,Yes,No,4,Illiterate,Yes,1,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003248,2023,SCH_104,Jamnagar,Rural,Female,SC,1,High,53.6,4.05,Medium,Medium,Yes,Primary,Yes,No,No,No,4,Illiterate,No,0,0,0,1,20,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008474,2025,SCH_118,Gandhinagar,Rural,Male,ST,4,Medium,47.0,14.96,High,Medium,Yes,Illiterate,Yes,Yes,No,No,7,Primary,Yes,0,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008761,2021,SCH_065,Morbi,Rural,Male,OBC,7,High,51.2,27.19,High,Medium,Yes,Secondary,No,Yes,No,No,6,Primary,Yes,0,0,1,1,21,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002216,2020,SCH_018,Morbi,Rural,Male,ST,10,Very Low,55.6,4.36,High,Medium,No,Illiterate,No,Yes,Yes,Yes,8,Graduate,Yes,1,1,0,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001455,2020,SCH_114,Vadodara,Rural,Male,SC,4,Low,89.8,10.62,Medium,Medium,No,Primary,Yes,Yes,No,Yes,3,Primary,No,0,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004588,2025,SCH_054,Ahmedabad,Rural,Male,OBC,10,Very Low,77.3,16.69,Low,Medium,No,Secondary,Yes,Yes,No,No,5,Secondary,Yes,0,1,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002421,2025,SCH_135,Junagadh,Urban,Female,ST,11,Medium,100.0,14.51,High,Low,Yes,Graduate,Yes,No,No,No,3,Primary,No,0,1,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002859,2022,SCH_175,Sabarkantha,Rural,Male,OBC,10,Low,58.8,6.31,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,4,Primary,No,0,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000882,2020,SCH_038,Sabarkantha,Rural,Female,ST,9,Medium,79.8,8.33,Medium,Medium,No,Secondary,No,No,No,No,2,Primary,No,0,1,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001711,2025,SCH_039,Ahmedabad,Rural,Female,ST,12,High,79.4,15.9,Low,Medium,Yes,Primary,No,No,Yes,Yes,5,Illiterate,No,0,1,1,0,50,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003990,2022,SCH_113,Rajkot,Rural,Male,OBC,6,Low,71.7,3.22,Low,Medium,No,Illiterate,Yes,Yes,No,Yes,4,Illiterate,No,0,0,0,0,23,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_011917,2023,SCH_149,Banaskantha,Rural,Female,OBC,5,Low,82.2,23.89,High,Medium,Yes,Graduate,Yes,No,Yes,No,3,Graduate,No,1,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009104,2025,SCH_010,Mehsana,Urban,Male,SC,8,Low,87.0,4.66,Low,High,No,Illiterate,Yes,No,No,No,3,Graduate,Yes,1,0,0,0,27,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_004717,2020,SCH_177,Ahmedabad,Tribal,Male,OBC,6,High,84.4,14.49,Medium,High,Yes,Secondary,No,Yes,No,Yes,5,Illiterate,No,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011694,2022,SCH_106,Bharuch,Rural,Male,OBC,4,High,62.5,11.22,Medium,Medium,No,Primary,Yes,Yes,No,No,8,Graduate,Yes,1,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002406,2024,SCH_014,Anand,Tribal,Female,General,2,High,67.9,19.88,Low,Medium,No,Primary,No,No,No,No,8,Primary,No,1,0,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003882,2021,SCH_041,Gandhinagar,Urban,Male,OBC,5,Medium,90.2,15.58,Low,Medium,No,Illiterate,No,No,No,No,3,Primary,No,1,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011835,2019,SCH_084,Kutch,Urban,Female,OBC,3,Medium,47.9,24.29,Low,Medium,No,Illiterate,No,Yes,No,No,2,Secondary,No,1,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003061,2022,SCH_129,Patan,Urban,Female,OBC,11,High,43.7,20.4,Medium,High,No,Graduate,Yes,Yes,No,No,2,Secondary,Yes,1,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011620,2021,SCH_138,Vadodara,Urban,Male,OBC,10,Low,83.8,20.64,High,High,Yes,Primary,No,No,No,No,8,Illiterate,No,0,1,1,0,12,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003354,2021,SCH_010,Sabarkantha,Urban,Female,General,8,Low,96.2,2.59,Medium,Medium,Yes,Illiterate,No,No,No,No,7,Illiterate,Yes,0,0,0,0,10,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_009129,2021,SCH_109,Valsad,Urban,Female,OBC,10,Very Low,98.7,9.89,Low,Medium,Yes,Primary,Yes,Yes,Yes,No,8,Illiterate,Yes,1,1,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010996,2020,SCH_061,Mehsana,Tribal,Female,General,12,Low,78.7,25.88,High,Medium,Yes,Illiterate,Yes,No,No,No,2,Illiterate,No,1,1,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001598,2022,SCH_003,Bharuch,Rural,Male,OBC,8,Low,71.8,2.64,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,6,Secondary,No,0,0,0,0,31,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_006651,2020,SCH_167,Banaskantha,Tribal,Female,OBC,11,Low,46.0,16.75,High,Low,Yes,Secondary,Yes,No,No,No,4,Primary,No,1,1,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003527,2024,SCH_007,Patan,Urban,Male,OBC,10,Very Low,55.9,18.45,High,Low,No,Secondary,Yes,Yes,Yes,No,3,Illiterate,No,0,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007385,2021,SCH_103,Vadodara,Rural,Male,SC,9,Low,62.4,0.68,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Illiterate,Yes,0,1,0,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009660,2022,SCH_049,Dahod,Urban,Male,General,3,Medium,75.6,1.41,Low,Low,Yes,Primary,Yes,Yes,Yes,No,8,Illiterate,No,1,0,0,0,26,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_004654,2024,SCH_021,Bharuch,Urban,Male,SC,1,High,51.8,11.02,Low,Low,Yes,Illiterate,No,No,No,No,3,Secondary,No,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010822,2022,SCH_102,Navsari,Rural,Male,General,2,Very Low,95.6,3.06,High,High,No,Primary,Yes,No,No,No,7,Illiterate,No,1,0,0,0,24,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
STU_GUJ_001181,2022,SCH_047,Banaskantha,Urban,Female,OBC,12,Medium,51.2,21.56,Low,Medium,Yes,Graduate,Yes,No,No,No,5,Primary,Yes,1,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008510,2020,SCH_134,Banaskantha,Urban,Female,SC,10,High,56.6,14.31,High,Low,Yes,Illiterate,Yes,Yes,No,No,4,Illiterate,No,0,1,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008166,2023,SCH_020,Surat,Urban,Female,General,10,Low,61.6,8.18,Medium,Medium,Yes,Graduate,Yes,Yes,No,No,2,Secondary,Yes,0,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005628,2023,SCH_080,Junagadh,Rural,Female,General,11,Very Low,64.2,13.4,Medium,Medium,No,Primary,Yes,Yes,No,No,4,Illiterate,No,0,1,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007519,2021,SCH_058,Amreli,Urban,Male,General,7,Medium,47.5,8.69,High,Low,Yes,Illiterate,No,Yes,No,No,4,Primary,Yes,1,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008822,2025,SCH_157,Jamnagar,Rural,Male,General,4,Low,46.4,12.05,Medium,Low,Yes,Secondary,Yes,Yes,No,No,5,Primary,No,0,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004772,2022,SCH_072,Gandhinagar,Urban,Female,OBC,7,Medium,93.8,18.68,Low,Low,No,Illiterate,No,No,Yes,No,8,Illiterate,No,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007149,2019,SCH_135,Rajkot,Urban,Female,SC,4,High,74.9,23.18,Medium,Low,Yes,Illiterate,Yes,No,No,No,6,Illiterate,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004722,2020,SCH_064,Dahod,Urban,Female,OBC,1,Very Low,72.2,16.33,Medium,Medium,Yes,Secondary,Yes,Yes,No,Yes,4,Illiterate,Yes,0,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002639,2023,SCH_031,Rajkot,Rural,Male,OBC,6,Low,96.8,2.4,High,Low,Yes,Illiterate,No,No,No,No,6,Primary,Yes,0,0,0,0,20,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_008818,2025,SCH_171,Valsad,Urban,Male,OBC,12,Low,91.4,24.29,Medium,Low,Yes,Secondary,Yes,Yes,No,No,7,Illiterate,Yes,1,1,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008472,2019,SCH_172,Anand,Urban,Female,General,8,Low,88.1,7.31,High,High,Yes,Primary,Yes,No,Yes,No,7,Illiterate,No,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004388,2025,SCH_045,Jamnagar,Urban,Female,OBC,10,High,88.0,19.12,High,Medium,No,Graduate,No,No,No,No,3,Primary,No,0,1,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002910,2020,SCH_136,Banaskantha,Urban,Female,OBC,4,Low,69.4,7.03,Medium,Low,Yes,Primary,Yes,No,No,No,3,Illiterate,Yes,0,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010589,2021,SCH_024,Sabarkantha,Urban,Female,SC,2,Low,77.4,25.45,Low,Medium,No,Illiterate,Yes,Yes,No,No,5,Secondary,No,0,0,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002329,2023,SCH_123,Surat,Rural,Female,OBC,2,Low,53.9,20.28,Medium,Medium,Yes,Primary,Yes,Yes,No,No,5,Illiterate,No,0,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002761,2021,SCH_133,Anand,Rural,Male,SC,2,Medium,89.5,11.77,Medium,Medium,Yes,Illiterate,Yes,No,No,No,4,Secondary,No,0,0,1,0,11,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001692,2023,SCH_095,Anand,Rural,Male,OBC,3,Very Low,92.0,8.68,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,7,Primary,No,0,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004193,2019,SCH_045,Ahmedabad,Urban,Male,OBC,11,Medium,85.5,27.08,Low,Low,No,Graduate,No,Yes,No,No,4,Secondary,No,0,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_000124,2019,SCH_180,Patan,Rural,Female,OBC,10,Low,60.8,11.65,Low,Low,Yes,Graduate,No,Yes,Yes,No,2,Secondary,No,1,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010554,2024,SCH_142,Gandhinagar,Tribal,Female,OBC,10,Low,83.6,20.23,Medium,Medium,No,Primary,Yes,No,No,No,7,Primary,No,1,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001953,2019,SCH_086,Dahod,Rural,Male,SC,4,Low,42.0,14.49,Medium,High,No,Graduate,Yes,Yes,No,No,5,Illiterate,No,0,0,1,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008641,2022,SCH_105,Bhavnagar,Rural,Male,General,10,Low,66.3,12.71,High,Low,No,Primary,Yes,Yes,No,No,7,Secondary,No,0,1,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005490,2023,SCH_175,Bharuch,Rural,Male,General,5,Low,78.4,13.94,Medium,Medium,Yes,Primary,No,Yes,No,No,5,Secondary,No,0,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006109,2022,SCH_135,Banaskantha,Rural,Female,ST,12,Medium,60.2,7.0,Low,Medium,Yes,Primary,No,No,Yes,No,4,Primary,No,1,1,1,1,72,High,YES,Academic Disengagement,Counselling Support,Immediate
STU_GUJ_008823,2022,SCH_149,Vadodara,Rural,Female,ST,12,Low,98.9,18.51,Medium,High,No,Secondary,Yes,No,No,No,6,Primary,No,1,1,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_002393,2021,SCH_052,Valsad,Rural,Male,ST,5,Medium,88.7,22.16,Low,Medium,No,Illiterate,No,No,No,No,4,Secondary,No,1,0,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_007810,2022,SCH_160,Morbi,Urban,Male,OBC,10,Very Low,42.6,10.84,Low,Low,No,Graduate,No,No,No,No,3,Illiterate,No,1,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006698,2023,SCH_129,Banaskantha,Tribal,Female,OBC,8,Medium,82.5,16.01,Low,Medium,No,Primary,Yes,Yes,No,No,8,Primary,Yes,1,0,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003401,2021,SCH_035,Gandhinagar,Rural,Female,OBC,1,High,63.7,8.19,High,Medium,Yes,Primary,No,Yes,No,No,5,Primary,Yes,0,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008310,2020,SCH_143,Navsari,Urban,Male,ST,2,High,64.3,22.52,Medium,High,No,Graduate,Yes,No,No,No,2,Primary,No,0,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004075,2022,SCH_152,Jamnagar,Rural,Female,ST,5,Low,84.3,12.34,Low,Low,No,Illiterate,Yes,No,No,No,3,Illiterate,No,1,0,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_010010,2021,SCH_069,Amreli,Tribal,Female,ST,4,Low,69.3,3.31,Low,Low,Yes,Illiterate,Yes,No,No,No,2,Primary,No,0,0,0,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007090,2019,SCH_063,Ahmedabad,Urban,Female,General,10,Low,58.9,1.47,Medium,High,No,Graduate,No,Yes,No,No,6,Illiterate,No,0,1,0,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004642,2019,SCH_081,Kutch,Urban,Male,SC,12,Very Low,68.6,9.22,Low,Medium,No,Primary,No,No,No,Yes,7,Secondary,No,1,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004830,2021,SCH_147,Morbi,Tribal,Male,General,6,Low,77.4,6.81,Low,Medium,No,Illiterate,No,No,No,No,7,Graduate,Yes,0,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011744,2022,SCH_045,Amreli,Urban,Female,General,9,Very Low,55.9,21.82,Medium,Medium,Yes,Graduate,Yes,Yes,No,No,4,Graduate,No,0,1,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001892,2025,SCH_117,Banaskantha,Urban,Male,SC,6,High,83.3,8.14,Low,Medium,Yes,Illiterate,No,No,No,No,3,Secondary,No,0,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005050,2025,SCH_149,Gandhinagar,Urban,Female,OBC,8,Low,59.9,2.44,Medium,Medium,No,Secondary,Yes,Yes,No,No,4,Illiterate,Yes,1,0,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006757,2022,SCH_031,Rajkot,Urban,Male,OBC,9,Medium,77.5,6.32,Medium,Medium,Yes,Illiterate,No,Yes,No,No,8,Illiterate,Yes,1,1,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
