Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
2021,SCH_127,Patan,Tribal,Male,ST,12,Very Low,73.1,16.57,Medium,High,Yes,Illiterate,Yes,No,No,No,5,Illiterate,Yes,1,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_038,Morbi,Tribal,Male,OBC,3,Low,88.5,17.63,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,8,Illiterate,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_146,Gandhinagar,Rural,Male,ST,1,Medium,60.0,3.53,Low,Medium,No,Graduate,Yes,No,No,No,3,Secondary,Yes,0,0,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_139,Valsad,Urban,Male,SC,10,Low,51.6,22.03,Low,Low,Yes,Secondary,Yes,Yes,No,No,8,Primary,No,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_072,Rajkot,Rural,Male,OBC,7,High,76.0,23.88,Low,High,Yes,Primary,Yes,No,No,No,4,Illiterate,No,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_113,Banaskantha,Tribal,Male,SC,6,Low,53.3,24.95,Low,Low,Yes,Graduate,Yes,Yes,No,No,4,Illiterate,No,0,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_040,Anand,Rural,Male,SC,9,Low,77.7,14.22,Medium,Medium,Yes,Primary,No,No,No,No,3,Primary,No,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_171,Bhavnagar,Rural,Female,ST,11,Very Low,85.1,16.34,Low,High,Yes,Illiterate,Yes,No,Yes,No,6,Primary,No,1,1,0,55,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_124,Navsari,Urban,Female,OBC,2,Low,79.4,17.66,Medium,High,Yes,Illiterate,No,No,No,No,6,Illiterate,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_012,Dahod,Urban,Male,OBC,4,High,94.3,19.73,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,4,Illiterate,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_146,Anand,Urban,Male,General,8,Low,54.1,7.35,Medium,Low,Yes,Graduate,No,No,No,No,5,Secondary,No,0,1,1,24,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_091,Jamnagar,Urban,Male,ST,4,Very Low,69.8,11.6,Low,Low,Yes,Secondary,Yes,Yes,No,No,2,Graduate,Yes,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_048,Kutch,Urban,Female,SC,5,Medium,49.9,20.77,Medium,High,No,Illiterate,Yes,Yes,Yes,No,6,Primary,No,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_137,Navsari,Urban,Male,OBC,7,Medium,78.5,16.12,High,Medium,Yes,Graduate,Yes,Yes,No,No,7,Illiterate,No,0,1,0,6,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_083,Amreli,Tribal,Male,General,8,Very Low,75.4,0.23,Medium,Low,No,Graduate,No,No,No,No,7,Illiterate,No,0,0,0,30,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2025,SCH_124,Jamnagar,Rural,Male,OBC,6,Medium,72.7,23.71,High,Medium,Yes,Secondary,No,No,No,No,5,Primary,No,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_087,Banaskantha,Rural,Male,OBC,7,Low,75.5,13.05,Low,Low,Yes,Secondary,Yes,Yes,No,No,4,Illiterate,No,0,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_099,Junagadh,Rural,Male,SC,12,Medium,97.9,3.15,Medium,High,Yes,Graduate,No,No,No,No,8,Primary,Yes,1,0,0,23,Low,NO,Social Factor,Community Engagement,Low Priority
2019,SCH_002,Banaskantha,Tribal,Female,SC,6,Very Low,99.4,17.41,Medium,Medium,No,Illiterate,Yes,Yes,No,No,5,Secondary,No,0,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_047,Navsari,Urban,Female,General,8,Low,57.2,27.27,Low,Medium,Yes,Illiterate,Yes,No,No,No,7,Secondary,No,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_008,Bhavnagar,Urban,Male,OBC,4,Medium,41.4,19.34,Medium,Medium,Yes,Illiterate,No,No,No,No,8,Primary,No,0,1,1,17,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_051,Sabarkantha,Tribal,Male,ST,9,Low,70.1,7.42,Low,Medium,No,Primary,Yes,No,Yes,No,5,Graduate,No,1,1,0,57,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_173,Navsari,Urban,Male,General,9,High,91.7,19.07,Medium,Medium,Yes,Secondary,Yes,No,No,No,2,Secondary,Yes,1,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_008,Morbi,Urban,Male,SC,6,Medium,56.4,10.24,High,Medium,No,Secondary,Yes,No,No,No,5,Primary,No,0,1,1,18,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_112,Rajkot,Rural,Female,OBC,2,Low,92.1,3.92,Medium,Medium,Yes,Primary,No,Yes,No,No,5,Illiterate,No,0,0,0,15,Low,NO,Social Factor,Community Engagement,Low Priority
2021,SCH_071,Dahod,Urban,Female,OBC,2,Very Low,71.6,6.66,Medium,Medium,Yes,Primary,Yes,No,No,No,8,Illiterate,No,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_060,Mehsana,Urban,Male,SC,11,Low,59.1,20.37,Low,Low,No,Secondary,Yes,Yes,No,No,8,Primary,No,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_156,Amreli,Rural,Female,SC,7,Low,49.0,24.96,High,Medium,No,Illiterate,No,Yes,No,No,5,Illiterate,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_005,Vadodara,Rural,Male,General,3,High,74.6,4.44,Low,Medium,No,Illiterate,Yes,Yes,No,No,6,Illiterate,No,0,0,0,17,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_016,Gandhinagar,Rural,Female,General,9,Very Low,63.2,16.07,High,High,Yes,Secondary,Yes,Yes,No,No,7,Graduate,Yes,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_044,Anand,Tribal,Male,General,8,Low,44.1,9.85,High,Medium,Yes,Graduate,No,Yes,No,No,7,Primary,Yes,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_113,Morbi,Urban,Female,General,5,Low,46.1,19.18,Medium,Low,No,Primary,Yes,Yes,No,No,7,Secondary,No,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_096,Sabarkantha,Urban,Male,OBC,4,High,47.7,4.14,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,3,Graduate,Yes,0,0,1,18,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_010,Vadodara,Urban,Female,SC,8,Very Low,41.0,23.19,Medium,High,No,Secondary,Yes,Yes,No,No,6,Illiterate,No,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_136,Rajkot,Rural,Female,SC,10,Low,59.6,3.56,Low,High,No,Illiterate,Yes,No,No,No,8,Illiterate,Yes,1,0,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_162,Jamnagar,Urban,Male,ST,5,Low,43.3,3.39,Medium,High,Yes,Illiterate,No,No,No,No,2,Graduate,Yes,0,0,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_072,Bharuch,Urban,Female,General,5,Medium,41.6,27.35,Medium,Medium,No,Secondary,No,Yes,No,No,5,Secondary,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_127,Navsari,Tribal,Female,General,7,Medium,42.4,19.52,Medium,Medium,Yes,Secondary,No,No,No,No,5,Illiterate,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_025,Vadodara,Rural,Female,General,5,High,52.7,23.31,Medium,Medium,Yes,Primary,Yes,Yes,No,No,2,Primary,Yes,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_125,Amreli,Rural,Male,General,12,Very Low,60.4,3.48,Low,Low,No,Graduate,Yes,No,No,No,6,Primary,No,1,0,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_017,Ahmedabad,Urban,Male,ST,12,Low,65.5,23.04,Medium,Medium,Yes,Illiterate,Yes,Yes,Yes,No,4,Illiterate,No,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_067,Morbi,Rural,Female,ST,5,Very Low,95.4,11.27,Low,Medium,No,Illiterate,No,Yes,No,No,8,Primary,Yes,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_005,Valsad,Rural,Male,OBC,7,Low,96.2,2.83,Medium,Medium,Yes,Primary,Yes,No,No,No,5,Illiterate,Yes,0,0,0,18,Low,NO,Social Factor,Community Engagement,Low Priority
2024,SCH_039,Amreli,Urban,Female,OBC,3,Medium,68.5,4.02,High,High,No,Graduate,Yes,Yes,No,No,6,Illiterate,No,0,0,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_022,Dahod,Urban,Female,General,11,Very Low,68.2,17.77,Low,Low,Yes,Primary,Yes,No,No,No,5,Secondary,Yes,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_020,Navsari,Rural,Male,OBC,5,Low,68.1,19.22,High,Medium,Yes,Primary,No,No,Yes,No,4,Illiterate,No,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_148,Sabarkantha,Tribal,Male,OBC,11,Very Low,49.0,2.12,Medium,Medium,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,1,0,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_160,Junagadh,Tribal,Female,General,11,Low,52.4,21.31,Medium,Medium,No,Primary,Yes,Yes,No,No,8,Illiterate,No,1,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_131,Sabarkantha,Urban,Female,OBC,6,Medium,82.9,27.43,High,Medium,No,Secondary,No,Yes,No,No,8,Illiterate,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_066,Jamnagar,Urban,Female,SC,12,Medium,92.3,24.94,Medium,Medium,Yes,Illiterate,Yes,No,No,No,7,Illiterate,Yes,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_119,Kutch,Tribal,Male,General,9,Medium,58.6,18.1,High,Medium,Yes,Graduate,Yes,Yes,Yes,No,4,Graduate,Yes,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_053,Kutch,Urban,Male,ST,2,Medium,61.0,10.05,Medium,High,No,Illiterate,No,Yes,No,No,3,Graduate,No,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_018,Ahmedabad,Urban,Male,SC,7,Medium,86.6,19.19,High,Medium,No,Primary,No,Yes,No,No,2,Graduate,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_141,Dahod,Tribal,Female,OBC,8,Medium,71.5,18.68,High,Medium,No,Illiterate,Yes,No,No,No,8,Secondary,Yes,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_034,Banaskantha,Rural,Male,SC,7,Medium,86.4,23.23,Medium,Low,No,Primary,Yes,Yes,Yes,No,6,Illiterate,Yes,0,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_180,Anand,Rural,Female,OBC,7,Very Low,77.2,8.84,Medium,Medium,No,Graduate,Yes,No,Yes,No,2,Illiterate,Yes,0,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
2023,SCH_068,Navsari,Tribal,Male,General,2,Very Low,50.8,15.67,Medium,Medium,Yes,Primary,Yes,No,Yes,No,6,Primary,Yes,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_180,Junagadh,Rural,Male,OBC,9,Medium,89.4,10.97,Medium,High,Yes,Illiterate,No,No,No,No,7,Illiterate,No,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_055,Rajkot,Rural,Female,OBC,7,Very Low,84.1,16.04,Medium,High,No,Illiterate,No,No,No,Yes,4,Primary,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_175,Amreli,Tribal,Male,OBC,8,Very Low,64.7,23.95,Low,High,No,Graduate,Yes,Yes,Yes,No,2,Graduate,Yes,0,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_073,Gandhinagar,Rural,Female,ST,7,High,57.2,26.94,Medium,Low,Yes,Graduate,Yes,No,No,No,2,Illiterate,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_052,Dahod,Urban,Female,ST,11,Low,44.0,1.77,Medium,Low,Yes,Secondary,Yes,Yes,Yes,Yes,4,Secondary,Yes,1,0,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_032,Banaskantha,Tribal,Female,SC,1,Very Low,95.1,21.91,Medium,High,Yes,Graduate,No,Yes,No,No,4,Primary,Yes,0,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_177,Valsad,Tribal,Female,General,2,Low,58.2,5.28,High,High,No,Illiterate,Yes,No,No,No,3,Illiterate,Yes,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_157,Rajkot,Tribal,Female,OBC,4,Low,70.5,16.94,Medium,High,Yes,Graduate,Yes,Yes,No,No,2,Primary,Yes,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_140,Amreli,Rural,Male,SC,2,Very Low,58.0,12.96,Medium,Medium,Yes,Secondary,No,Yes,No,No,5,Illiterate,No,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_048,Banaskantha,Rural,Female,General,11,Very Low,45.1,17.02,Medium,Medium,Yes,Graduate,Yes,No,No,No,2,Primary,No,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_126,Bharuch,Urban,Male,SC,7,Medium,61.9,27.53,High,Low,No,Secondary,Yes,Yes,No,No,2,Secondary,Yes,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_010,Jamnagar,Rural,Male,OBC,2,Very Low,64.7,13.16,Medium,Medium,Yes,Illiterate,No,Yes,No,No,8,Primary,No,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_133,Patan,Urban,Female,ST,1,High,97.6,21.94,Low,Medium,No,Illiterate,Yes,Yes,Yes,No,3,Illiterate,No,0,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_156,Surat,Urban,Male,General,4,High,63.7,10.13,Medium,Low,No,Graduate,Yes,No,No,No,6,Secondary,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_008,Valsad,Urban,Male,General,7,Low,90.1,5.8,High,Medium,No,Secondary,Yes,Yes,Yes,No,7,Illiterate,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_030,Bharuch,Rural,Female,OBC,8,Very Low,48.5,17.19,High,High,Yes,Illiterate,Yes,Yes,No,No,8,Illiterate,Yes,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_084,Bhavnagar,Rural,Male,OBC,7,Low,72.7,21.5,High,High,Yes,Graduate,Yes,No,No,No,3,Illiterate,No,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_159,Morbi,Rural,Female,OBC,1,Very Low,99.6,25.51,High,Medium,Yes,Primary,Yes,Yes,No,No,7,Illiterate,Yes,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_098,Ahmedabad,Rural,Male,OBC,12,Medium,61.9,9.89,High,Medium,No,Graduate,No,No,No,No,3,Primary,No,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_106,Navsari,Tribal,Male,ST,1,Low,45.5,14.33,Low,Low,No,Illiterate,No,No,No,No,3,Illiterate,Yes,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_123,Banaskantha,Tribal,Male,OBC,8,Low,98.2,2.59,Low,Medium,No,Secondary,No,No,No,Yes,5,Secondary,No,0,0,0,34,Low,NO,Social Factor,Community Engagement,Low Priority
2019,SCH_177,Gandhinagar,Urban,Female,General,4,Very Low,59.3,9.12,Low,Medium,Yes,Secondary,No,Yes,No,No,2,Primary,Yes,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_032,Jamnagar,Urban,Female,ST,9,Medium,91.0,10.69,High,Medium,Yes,Secondary,Yes,Yes,No,Yes,5,Graduate,No,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_054,Rajkot,Urban,Male,General,2,Medium,84.7,1.09,Medium,Medium,Yes,Primary,No,No,No,No,2,Secondary,Yes,0,0,0,22,Low,NO,Social Factor,Community Engagement,Low Priority
2021,SCH_057,Kutch,Urban,Male,SC,4,Medium,92.2,4.63,Medium,Medium,No,Secondary,Yes,No,Yes,No,5,Primary,No,0,0,0,25,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_020,Patan,Tribal,Male,OBC,2,Low,78.6,2.56,Medium,Medium,Yes,Primary,Yes,Yes,No,Yes,4,Illiterate,No,0,0,0,16,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_167,Rajkot,Rural,Female,General,6,Very Low,75.2,12.88,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,8,Illiterate,No,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_115,Rajkot,Tribal,Male,General,3,Low,49.6,20.15,Medium,Low,Yes,Graduate,Yes,Yes,Yes,No,2,Primary,No,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_161,Navsari,Urban,Female,OBC,4,Medium,92.2,20.9,Low,High,Yes,Secondary,Yes,Yes,No,No,4,Secondary,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_040,Junagadh,Urban,Male,ST,3,Low,60.4,0.78,Medium,High,Yes,Graduate,No,No,Yes,Yes,5,Secondary,No,0,0,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_126,Amreli,Rural,Male,SC,11,High,88.9,22.2,High,Medium,Yes,Secondary,Yes,Yes,No,No,4,Primary,No,1,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_153,Mehsana,Urban,Female,ST,5,Low,66.7,14.19,Low,Medium,Yes,Primary,Yes,No,No,No,7,Illiterate,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_168,Surat,Rural,Female,OBC,8,High,78.7,21.44,High,Low,No,Secondary,No,Yes,No,No,2,Primary,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_136,Dahod,Urban,Female,SC,7,Very Low,47.2,8.65,Medium,Low,Yes,Graduate,Yes,No,No,No,6,Graduate,No,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_073,Vadodara,Rural,Male,SC,6,Very Low,43.6,9.81,Low,Medium,Yes,Primary,Yes,Yes,No,No,2,Secondary,Yes,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_016,Bharuch,Rural,Male,General,9,Medium,85.5,2.83,Low,Low,Yes,Secondary,Yes,No,No,No,7,Graduate,Yes,1,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_072,Bhavnagar,Urban,Male,ST,12,High,99.9,16.56,High,High,Yes,Secondary,Yes,No,No,No,2,Primary,No,1,1,0,45,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_054,Banaskantha,Rural,Male,General,6,Low,80.0,20.31,Low,Medium,Yes,Secondary,No,No,No,Yes,8,Illiterate,Yes,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_166,Patan,Rural,Male,OBC,3,Very Low,65.7,26.97,High,Medium,No,Primary,Yes,No,Yes,No,4,Illiterate,No,0,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_131,Banaskantha,Rural,Female,SC,3,Low,95.7,7.11,Medium,High,No,Illiterate,Yes,No,Yes,No,3,Illiterate,Yes,0,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_014,Vadodara,Urban,Male,General,8,Low,57.9,9.78,High,Low,Yes,Secondary,Yes,No,No,No,6,Primary,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_010,Amreli,Tribal,Male,General,6,Very Low,70.6,18.32,Medium,Medium,No,Graduate,No,No,Yes,No,2,Secondary,No,0,1,0,51,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_160,Junagadh,Tribal,Male,OBC,1,Medium,55.7,1.52,Low,Medium,Yes,Secondary,Yes,Yes,No,Yes,2,Illiterate,No,0,0,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_081,Banaskantha,Urban,Male,SC,5,Low,79.0,19.5,Low,Medium,Yes,Secondary,Yes,Yes,Yes,No,6,Primary,No,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_037,Morbi,Rural,Male,General,3,High,46.6,27.51,Low,Low,Yes,Primary,Yes,No,No,Yes,2,Illiterate,Yes,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_162,Amreli,Rural,Male,SC,2,High,87.8,9.55,Medium,Medium,Yes,Primary,No,Yes,No,No,5,Illiterate,No,0,1,0,16,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_125,Junagadh,Rural,Female,ST,7,Low,42.7,1.06,Low,Medium,Yes,Secondary,Yes,No,No,No,5,Secondary,No,0,0,1,24,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_168,Navsari,Rural,Female,SC,10,Medium,52.7,24.97,Medium,Medium,Yes,Primary,Yes,No,No,No,4,Secondary,No,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_039,Navsari,Urban,Male,General,2,Very Low,57.7,12.79,High,Medium,No,Illiterate,Yes,No,No,No,5,Secondary,No,0,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_087,Surat,Urban,Female,OBC,8,Very Low,92.5,12.27,Low,Low,No,Primary,Yes,No,No,No,5,Primary,No,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_075,Bharuch,Rural,Female,ST,10,Medium,41.8,19.86,Medium,Low,Yes,Primary,No,Yes,No,No,6,Secondary,Yes,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_046,Mehsana,Tribal,Male,OBC,4,Low,58.9,13.66,High,Medium,Yes,Secondary,Yes,No,Yes,No,4,Illiterate,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_110,Kutch,Rural,Male,SC,9,Low,42.6,16.64,Medium,Medium,No,Graduate,Yes,No,No,No,5,Primary,No,1,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_092,Kutch,Rural,Male,OBC,8,High,98.8,22.36,Low,High,Yes,Primary,Yes,No,No,No,8,Primary,No,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_128,Surat,Tribal,Male,General,8,Low,45.3,26.76,Medium,Medium,Yes,Primary,Yes,Yes,No,No,4,Secondary,Yes,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_130,Patan,Rural,Male,OBC,9,Very Low,88.4,9.59,High,Medium,Yes,Graduate,No,No,Yes,No,3,Illiterate,No,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_008,Kutch,Urban,Male,SC,1,Low,74.8,19.79,Medium,Low,No,Illiterate,No,Yes,No,No,4,Secondary,Yes,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_050,Rajkot,Rural,Male,General,11,Low,88.5,3.4,High,Medium,No,Illiterate,No,Yes,No,No,6,Primary,No,1,0,0,21,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_121,Banaskantha,Urban,Male,SC,3,Medium,59.3,10.28,Medium,Low,No,Graduate,No,Yes,No,No,3,Secondary,No,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_083,Banaskantha,Urban,Male,OBC,7,Very Low,54.5,11.44,Medium,High,No,Secondary,Yes,No,No,No,3,Illiterate,Yes,0,1,1,24,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_135,Junagadh,Rural,Female,OBC,6,Low,69.7,27.47,High,Low,Yes,Primary,Yes,No,No,No,8,Primary,Yes,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_041,Dahod,Tribal,Female,OBC,6,Low,92.6,23.83,Medium,Medium,Yes,Illiterate,Yes,No,No,No,6,Illiterate,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_152,Dahod,Rural,Male,General,7,Very Low,94.4,6.62,Medium,Medium,Yes,Secondary,No,No,No,Yes,2,Graduate,No,0,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_101,Bharuch,Tribal,Male,OBC,6,High,58.4,19.09,Low,High,Yes,Illiterate,Yes,Yes,Yes,No,8,Primary,No,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_090,Navsari,Urban,Female,OBC,1,Low,87.1,22.2,Medium,High,No,Primary,Yes,Yes,No,Yes,2,Secondary,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_027,Valsad,Rural,Female,SC,2,High,84.6,23.78,High,Medium,Yes,Secondary,Yes,Yes,No,No,3,Illiterate,No,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_082,Vadodara,Rural,Male,SC,1,High,69.7,25.28,Low,High,No,Illiterate,Yes,Yes,Yes,No,2,Secondary,No,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_143,Banaskantha,Rural,Male,OBC,12,Low,54.9,25.04,High,High,No,Illiterate,Yes,No,No,No,8,Illiterate,No,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
